CustomerID,LastPurchaseDate,Frequency,Monetary,Recency
16549,2011-11-29,10,4034.9,10
16553,2011-06-29,10,4110.38,163
16558,2011-12-09,18,7457.9400000000005,0
16570,2011-11-24,10,3738.4,15
16592,2011-12-05,16,4113.68,4
16607,2011-11-22,12,2692.89,17
16626,2011-12-09,17,4413.1,0
16656,2011-11-17,14,8197.04,22
16670,2011-11-23,10,3692.29,16
16672,2011-12-07,20,8134.9400000000005,2
16678,2011-12-07,12,3109.99,2
16684,2011-12-05,24,63540.16,4
16700,2011-12-01,12,4739.61,8
16701,2011-12-01,12,4921.54,8
16705,2011-12-09,18,12903.27,0
16712,2011-11-30,11,3611.31,9
16713,2011-11-21,13,6152.24,18
16722,2011-11-22,11,3931.29,17
16729,2011-11-01,21,7205.33,38
16745,2011-09-14,17,7180.7,86
16746,2011-12-05,17,6368.47,4
16764,2011-12-06,13,2790.9500000000003,3
16767,2011-11-09,11,5575.56,30
16775,2011-11-29,10,1459.61,10
16779,2011-12-07,20,9923.89,2
16782,2011-11-29,11,1701.91,10
16794,2011-12-08,10,1196.5,1
16813,2011-12-01,10,1652.18,8
16814,2011-11-25,20,6143.41,14
16818,2011-11-29,11,3349.57,10
16837,2011-11-08,11,3170.98,31
16839,2011-12-01,33,16042.11,8
16843,2011-10-28,16,10196.57,42
16904,2011-12-05,14,3315.05,4
16912,2011-11-11,11,2555.58,28
16919,2011-07-06,9,2052.2400000000002,156
16923,2011-11-27,18,6518.58,12
16928,2011-09-20,16,2698.45,80
16931,2011-12-04,19,4190.21,5
16942,2011-11-27,9,1904.99,12
16945,2011-11-18,18,4065.65,21
16985,2011-11-22,9,4530.8,17
17001,2011-12-09,10,3591.61,0
17017,2011-12-07,15,6336.62,2
17049,2011-12-07,9,5655.03,2
17061,2011-09-27,11,5232.2300000000005,73
17068,2011-11-27,19,4254.6900000000005,12
17071,2011-11-11,9,2429.03,28
17139,2011-11-24,12,10650.77,15
17162,2011-11-11,10,1715.46,28
17220,2011-11-15,13,2870.05,24
17231,2011-11-27,9,2892.71,12
17238,2011-12-07,15,3349.01,2
17243,2011-12-08,23,7711.9,1
17306,2011-11-29,18,8307.31,10
17315,2011-12-08,37,6172.31,1
17340,2011-11-10,9,7992.900000000001,29
17346,2011-12-06,13,2387.54,3
17364,2011-12-09,11,4462.68,0
17377,2011-11-16,17,3273.2400000000002,23
17381,2011-12-01,26,16671.89,8
17389,2011-12-09,34,31833.68,0
17402,2011-12-05,11,2173.88,4
17404,2011-12-05,13,28072.52,4
17419,2011-11-28,10,3852.3,11
17428,2011-12-09,26,16362.9,0
17450,2011-12-01,44,192361.95,8
17491,2011-12-08,9,3231.4700000000003,1
17504,2011-05-17,9,2997.03,206
17511,2011-12-07,28,84351.3,2
17512,2011-11-11,10,2924.9900000000002,28
17530,2011-12-08,9,2066.48,1
17576,2011-12-01,17,3267.83,8
17581,2011-12-09,23,10238.46,0
17611,2011-12-02,14,3716.93,7
17613,2011-11-17,14,4544.55,22
17634,2011-11-03,9,2358.59,36
17644,2011-12-08,11,2895.64,1
17651,2011-11-28,10,3945.0,11
17652,2011-11-14,12,4867.72,25
17659,2011-11-22,10,2639.51,17
17675,2011-12-08,29,19355.16,1
17677,2011-12-08,26,14728.78,1
17690,2011-11-09,11,4038.9,30
17705,2011-12-06,9,1823.52,3
17706,2011-12-05,14,10026.66,4
17716,2011-11-17,11,5655.99,22
17719,2011-11-02,15,5396.04,37
17725,2011-11-23,11,3439.08,16
17730,2011-12-06,13,5298.4800000000005,3
17735,2011-12-07,18,12655.42,2
17750,2011-12-04,9,1710.45,5
17757,2011-12-08,26,5027.59,1
17769,2011-11-27,10,3957.43,12
17790,2011-11-13,9,1564.75,26
17799,2011-11-17,9,2815.69,22
17800,2011-11-02,9,1187.21,37
17809,2011-11-23,9,4160.41,16
17811,2011-12-05,39,7761.82,4
17841,2011-12-08,118,38051.72,1
17857,2011-12-05,21,25538.34,4
17858,2011-12-04,10,3598.81,5
17865,2011-11-09,18,9446.49,30
17870,2011-12-07,11,1539.49,2
17920,2011-12-05,15,3444.54,4
17940,2011-10-21,10,4020.04,49
17949,2011-12-08,44,57196.48,1
17954,2011-12-04,10,2185.45,5
17961,2011-11-18,36,726.69,21
17965,2011-11-02,12,2448.64,37
17975,2011-11-24,11,3861.77,15
18008,2011-09-30,9,2116.19,70
18041,2011-11-28,18,3482.48,11
18044,2011-12-05,9,2014.3500000000001,4
18061,2011-11-18,9,1714.25,21
18065,2011-12-04,12,2047.81,5
18073,2011-08-17,12,3859.82,114
18075,2011-11-16,9,2412.8,23
18077,2011-12-01,9,2188.08,8
18102,2011-12-09,56,231822.69,0
18109,2011-12-08,24,7452.17,1
18118,2011-11-29,24,5020.32,10
18144,2011-12-02,10,2386.1,7
18172,2011-11-25,20,7561.68,14
18198,2011-12-05,17,5425.56,4
18223,2011-12-05,13,5982.85,4
18225,2011-12-06,11,5474.96,3
18226,2011-10-26,11,5228.05,44
18229,2011-11-28,18,6623.7,11
18241,2011-11-30,17,2073.09,9
18283,2011-12-06,16,2045.53,3
